Date,HomeTeam,AwayTeam,home_points_avg,away_points_avg,home_goals_avg,away_goals_avg,home_conceded_avg,away_conceded_avg,home_wins,away_wins,home_draws,away_draws,home_losses,away_losses,home_games_history,away_games_history,home_home_points_avg,away_away_points_avg,home_home_goals_avg,away_away_goals_avg,home_home_conceded_avg,away_away_conceded_avg,home_home_wins,away_away_wins,home_home_games,away_away_games,FTR
2012-02-11,Dortmund,Leverkusen,2.6,1.2,3.0,1.2,0.8,1.6,4,1,1,3,0,1,5,5,2.6,1.8,3.2,1.4,0.6,0.8,4,2,5,5,H
2012-02-11,Bayern Munich,Kaiserslautern,2.0,0.8,1.8,0.8,1.0,1.0,3,0,1,4,1,1,5,5,2.4,0.8,2.6,1.0,0.4,1.2,4,0,5,5,H
2012-02-11,Mainz,Hannover,1.0,1.8,1.4,0.6,1.4,0.2,1,2,2,3,2,0,5,5,2.0,1.2,2.0,0.8,1.4,1.2,3,1,5,5,D
2012-02-12,Augsburg,Nurnberg,1.2,1.2,1.2,1.0,1.2,1.0,1,2,3,0,1,3,5,5,1.6,0.6,1.4,0.6,1.0,2.2,2,1,5,5,D
2012-02-12,FC Koln,Hamburg,0.8,1.2,0.6,1.0,1.8,1.6,1,1,1,3,3,1,5,5,1.4,1.8,1.8,1.4,1.6,1.0,2,2,5,5,A
2012-02-17,Hoffenheim,Mainz,0.8,1.0,1.0,1.4,1.4,1.4,0,1,4,2,1,2,5,5,1.0,0.6,1.0,1.2,1.0,1.6,0,0,5,5,D
2012-02-18,Nurnberg,FC Koln,1.4,0.6,1.0,0.4,0.6,1.8,2,1,1,0,2,4,5,5,1.2,0.8,0.8,1.0,1.2,1.8,2,1,5,5,H
2012-02-18,Leverkusen,Augsburg,1.0,0.8,1.2,1.0,1.8,1.2,1,0,2,4,2,1,5,5,1.6,0.4,1.8,1.0,1.8,1.8,2,0,5,5,H
2012-02-18,Kaiserslautern,M'gladbach,0.6,2.6,0.6,2.0,1.2,0.2,0,4,3,1,2,0,5,5,0.6,2.0,0.4,1.6,1.0,0.4,0,3,5,5,A
2012-02-18,Hertha,Dortmund,0.2,3.0,0.4,3.0,2.2,0.6,0,5,1,0,4,0,5,5,0.2,2.6,1.2,2.6,2.0,0.6,0,4,5,5,A
2012-02-18,Freiburg,Bayern Munich,0.8,2.0,1.4,1.8,2.4,0.8,1,3,1,1,3,1,5,5,1.2,1.4,1.4,1.6,1.8,1.8,1,2,5,5,D
2012-02-18,Hamburg,Werder Bremen,1.6,0.8,1.2,0.8,1.6,1.8,2,0,2,4,1,1,5,5,1.6,0.4,1.4,0.6,1.4,3.2,2,0,5,5,A
2012-02-19,Hannover,Stuttgart,1.8,0.8,0.8,1.6,0.4,1.8,2,1,3,1,0,3,5,5,1.8,0.2,1.2,0.8,0.8,2.2,2,0,5,5,H
2012-02-19,Schalke 04,Wolfsburg,2.0,2.0,2.6,1.0,1.2,0.8,3,3,1,1,1,1,5,5,2.6,0.2,3.2,0.6,0.6,2.8,4,0,5,5,H
2012-02-24,M'gladbach,Hamburg,2.6,1.4,2.2,1.2,0.4,2.0,4,2,1,1,0,2,5,5,2.6,1.8,2.6,1.2,0.4,0.8,4,2,5,5,D
2012-02-25,Wolfsburg,Hoffenheim,1.4,0.8,0.8,1.0,1.6,1.4,2,0,1,4,2,1,5,5,2.2,0.8,1.4,0.8,0.8,1.6,3,1,5,5,A
2012-02-25,Stuttgart,Freiburg,0.8,1.0,2.0,1.2,2.4,1.6,1,1,1,2,3,2,5,5,1.4,0.8,2.0,1.2,1.6,2.4,2,1,5,5,H
2012-02-25,Werder Bremen,Nurnberg,1.4,1.4,1.4,0.8,1.0,0.8,1,2,4,1,0,2,5,5,2.2,0.8,2.2,0.6,1.0,1.4,3,1,5,5,A
2012-02-25,FC Koln,Leverkusen,0.6,1.6,0.6,2.0,1.6,1.4,1,2,0,2,4,1,5,5,0.8,1.2,1.2,1.2,1.8,1.0,1,1,5,5,A
2012-02-25,Augsburg,Hertha,0.6,0.0,1.0,0.2,1.8,2.2,0,0,3,0,2,5,5,5,1.6,0.6,1.2,0.8,0.8,2.2,2,0,5,5,H
2012-02-25,Mainz,Kaiserslautern,1.2,0.4,1.6,0.6,1.4,1.4,1,0,3,2,1,3,5,5,2.2,0.6,2.0,0.8,1.0,1.4,3,0,5,5,H
2012-02-26,Bayern Munich,Schalke 04,1.6,2.0,1.2,2.4,0.8,1.2,2,3,2,1,1,1,5,5,2.4,1.4,2.2,1.6,0.4,1.8,4,2,5,5,H
2012-02-26,Dortmund,Hannover,3.0,2.2,2.4,1.4,0.4,0.6,5,3,0,2,0,0,5,5,2.6,1.4,2.4,0.8,0.6,0.6,4,1,5,5,H
2012-03-03,Leverkusen,Bayern Munich,1.6,2.2,1.8,1.4,1.0,0.2,2,3,2,2,1,0,5,5,2.0,1.0,2.2,1.2,1.6,1.6,3,1,5,5,H
2012-03-03,Hertha,Werder Bremen,0.0,1.2,0.2,1.4,2.4,1.2,0,1,0,3,5,1,5,5,0.2,1.0,1.0,1.2,1.8,2.4,0,1,5,5,H
2012-03-03,Hannover,Augsburg,2.0,1.2,1.6,1.6,1.2,1.6,3,1,1,3,1,1,5,5,1.8,0.4,1.6,1.0,1.0,2.2,2,0,5,5,D
2012-03-03,Kaiserslautern,Wolfsburg,0.2,0.8,0.6,0.8,2.2,2.0,0,1,1,1,4,3,5,5,0.6,0.0,0.6,0.4,1.0,3.4,0,0,5,5,D
2012-03-03,Freiburg,Schalke 04,0.4,1.4,1.2,1.8,2.4,1.4,0,2,2,1,3,2,5,5,1.2,1.2,1.0,1.2,1.4,1.8,1,2,5,5,H
2012-03-03,Dortmund,Mainz,3.0,1.8,2.0,2.0,0.4,0.8,5,2,0,3,0,0,5,5,2.6,0.6,2.0,1.0,0.6,1.4,4,0,5,5,H
2012-03-03,Hamburg,Stuttgart,1.6,1.4,1.2,2.6,1.2,2.0,2,2,2,1,1,2,5,5,1.0,0.2,1.2,1.0,2.0,2.4,1,0,5,5,A
2012-03-04,Hoffenheim,FC Koln,1.2,0.6,1.4,0.6,1.6,1.8,1,1,3,0,1,4,5,5,1.0,0.8,1.0,0.8,1.0,1.6,0,1,5,5,D
2012-03-04,Nurnberg,M'gladbach,1.4,2.2,0.6,1.8,0.8,0.4,2,3,1,2,2,0,5,5,1.8,2.0,1.0,1.6,1.0,0.4,3,3,5,5,H
2012-03-09,Stuttgart,Kaiserslautern,2.0,0.2,3.4,0.2,1.4,1.8,3,0,1,1,1,4,5,5,1.4,0.4,2.4,0.6,1.6,2.0,2,0,5,5,D
2012-03-10,M'gladbach,Freiburg,1.6,1.0,1.2,1.4,0.6,2.0,2,1,2,2,1,2,5,5,2.2,0.2,1.8,1.0,0.6,3.0,3,0,5,5,D
2012-03-10,Augsburg,Dortmund,1.2,3.0,1.6,1.8,1.6,0.4,1,5,3,0,1,0,5,5,2.2,2.6,1.6,2.6,0.4,0.6,3,4,5,5,D
2012-03-10,Bayern Munich,Hoffenheim,1.6,1.4,1.0,1.4,0.6,1.2,2,1,2,4,1,0,5,5,3.0,1.4,2.6,1.2,0.2,1.4,5,2,5,5,H
2012-03-10,FC Koln,Hertha,0.8,0.6,0.6,0.2,1.2,2.0,1,1,1,0,3,4,5,5,0.8,0.4,1.2,0.4,1.6,2.4,1,0,5,5,H
2012-03-10,Mainz,Nurnberg,1.2,2.0,1.6,0.8,1.0,0.6,1,3,3,1,1,1,5,5,2.2,1.4,2.2,0.8,0.8,0.6,3,2,5,5,H
2012-03-10,Wolfsburg,Leverkusen,1.0,2.0,0.8,2.0,1.6,0.8,1,3,2,1,2,1,5,5,2.0,1.2,1.2,1.2,0.8,1.0,3,1,5,5,H
2012-03-11,Werder Bremen,Hannover,1.0,1.6,1.2,1.8,1.2,1.6,1,2,2,2,2,1,5,5,1.6,1.2,1.6,0.8,0.8,1.0,2,1,5,5,H
2012-03-11,Schalke 04,Hamburg,0.8,1.0,1.2,0.8,1.6,1.8,1,1,1,2,3,2,5,5,2.6,1.8,3.2,1.0,0.6,0.6,4,2,5,5,H
2012-03-16,Hoffenheim,Stuttgart,1.2,2.0,1.2,3.0,2.2,1.0,1,3,3,1,1,1,5,5,1.0,0.8,1.0,1.8,1.0,2.0,0,1,5,5,A
2012-03-17,Augsburg,Mainz,1.2,1.6,1.2,1.8,1.2,1.0,1,2,3,2,1,1,5,5,1.8,0.4,1.2,1.0,0.4,1.6,2,0,5,5,H
2012-03-17,Dortmund,Werder Bremen,2.6,1.4,1.4,1.4,0.4,0.8,4,2,1,1,0,2,5,5,2.6,1.0,2.0,1.0,0.8,1.8,4,1,5,5,H
2012-03-17,Hamburg,Freiburg,0.8,1.0,0.8,1.0,2.2,1.6,1,1,1,2,3,2,5,5,0.4,0.2,0.8,0.8,2.8,2.8,0,0,5,5,A
2012-03-17,Hertha,Bayern Munich,0.6,2.0,0.2,2.2,2.0,0.6,1,3,0,1,4,1,5,5,0.6,1.0,0.6,0.8,1.2,1.4,1,1,5,5,A
2012-03-17,Leverkusen,M'gladbach,1.8,1.6,2.0,1.2,1.0,0.6,3,2,0,2,2,1,5,5,2.0,1.4,2.2,1.0,1.6,0.6,3,2,5,5,A
2012-03-17,Nurnberg,Wolfsburg,2.0,1.4,1.0,1.4,0.6,2.0,3,2,1,1,1,2,5,5,1.8,0.2,1.0,0.2,1.0,2.4,3,0,5,5,A
2012-03-18,Kaiserslautern,Schalke 04,0.4,1.2,0.2,1.6,1.6,1.6,0,2,2,0,3,3,5,5,0.6,1.2,0.4,1.4,0.8,1.8,0,2,5,5,A
2012-03-18,Hannover,FC Koln,1.0,0.8,1.6,0.6,2.2,1.2,1,1,2,1,2,3,5,5,1.8,0.8,1.6,0.6,1.0,1.4,2,1,5,5,H
2012-03-23,Wolfsburg,Hamburg,1.4,0.2,1.4,0.8,1.8,2.8,2,0,1,1,2,4,5,5,2.0,1.6,1.6,1.0,1.2,1.0,3,2,5,5,H
2012-03-24,Bayern Munich,Hannover,2.0,1.4,3.0,2.2,0.6,2.2,3,2,1,1,1,2,5,5,3.0,1.0,3.2,0.6,0.2,1.4,5,1,5,5,H
2012-03-24,Freiburg,Kaiserslautern,1.6,0.4,1.2,0.4,1.2,2.0,2,0,2,2,1,3,5,5,1.6,0.6,1.2,0.6,1.4,1.8,2,0,5,5,H
2012-03-24,Mainz,Hertha,1.4,0.6,1.8,0.2,1.2,2.2,2,1,1,0,2,4,5,5,2.2,0.2,2.0,0.2,0.6,2.4,3,0,5,5,A
2012-03-24,M'gladbach,Hoffenheim,1.6,1.0,1.0,1.2,0.8,2.4,2,1,2,2,1,2,5,5,2.2,1.4,1.6,1.4,0.4,2.4,3,2,5,5,A
2012-03-24,Schalke 04,Leverkusen,1.8,1.8,2.4,2.2,1.2,1.2,3,3,0,0,2,2,5,5,2.6,1.0,3.2,1.0,0.6,1.0,4,1,5,5,H
2012-03-24,Werder Bremen,Augsburg,1.2,1.6,1.2,1.6,0.8,1.4,2,2,0,2,3,1,5,5,1.6,0.6,1.8,1.2,0.8,2.0,2,0,5,5,D
2012-03-25,FC Koln,Dortmund,0.8,2.6,0.8,1.4,1.8,0.4,1,4,1,1,3,0,5,5,0.8,2.6,0.6,2.4,1.6,0.4,1,4,5,5,A
2012-03-25,Stuttgart,Nurnberg,2.0,1.8,2.4,1.2,1.2,1.2,3,3,1,0,1,2,5,5,1.4,1.4,2.0,1.0,1.2,0.6,2,2,5,5,H
2012-03-30,Dortmund,Stuttgart,2.6,2.6,2.4,2.2,0.6,0.4,4,4,1,1,0,0,5,5,3.0,1.4,2.0,2.2,0.6,2.0,5,2,5,5,D
2012-03-31,Augsburg,FC Koln,1.8,0.8,1.6,0.8,0.8,2.6,2,1,3,1,0,3,5,5,1.8,0.8,1.4,0.8,0.6,1.6,2,1,5,5,H
2012-03-31,Hertha,Wolfsburg,1.2,2.0,0.8,1.8,2.2,1.2,2,3,0,1,3,1,5,5,0.6,0.8,0.4,0.8,2.0,2.2,1,1,5,5,A
2012-03-31,Kaiserslautern,Hamburg,0.4,0.2,0.2,0.8,2.0,2.6,0,0,2,1,3,4,5,5,0.4,1.4,0.4,1.2,1.4,1.4,0,2,5,5,A
2012-03-31,Leverkusen,Freiburg,1.2,2.0,1.4,1.6,1.4,1.2,2,3,0,1,3,1,5,5,2.0,0.8,2.4,1.4,1.4,2.2,3,1,5,5,A
2012-03-31,Nurnberg,Bayern Munich,1.2,2.4,0.8,3.4,1.2,0.8,2,4,0,0,3,1,5,5,1.8,1.0,1.2,1.6,1.2,1.2,3,1,5,5,A
2012-03-31,Werder Bremen,Mainz,0.8,1.2,0.8,1.8,0.8,1.6,1,2,1,0,3,3,5,5,1.2,0.4,1.2,1.2,0.8,1.8,1,0,5,5,A
2012-04-01,Hannover,M'gladbach,0.8,1.0,1.6,0.8,2.2,1.0,1,1,1,2,3,2,5,5,2.2,2.0,2.2,1.4,1.0,0.6,3,3,5,5,H
2012-04-01,Hoffenheim,Schalke 04,1.4,1.8,1.4,2.0,2.4,1.2,2,3,1,0,2,2,5,5,0.8,1.2,1.0,1.8,1.2,1.8,0,2,5,5,D
2012-04-07,Wolfsburg,Dortmund,2.6,2.2,2.4,2.6,1.0,1.2,4,3,1,2,0,0,5,5,2.0,2.6,1.8,2.8,1.4,0.4,3,4,5,5,A
2012-04-07,Stuttgart,Mainz,2.2,1.2,2.2,1.6,1.0,1.6,3,2,2,0,0,3,5,5,2.0,1.0,2.0,1.4,0.8,1.2,3,1,5,5,H
2012-04-07,M'gladbach,Hertha,0.8,1.2,0.8,1.0,1.2,2.4,1,2,1,0,3,3,5,5,1.6,0.6,1.6,0.6,0.8,2.4,2,1,5,5,D
2012-04-07,FC Koln,Werder Bremen,0.8,0.8,1.0,0.8,2.6,1.2,1,1,1,1,3,3,5,5,0.6,1.0,0.6,1.0,2.6,1.0,1,1,5,5,D
2012-04-07,Freiburg,Nurnberg,2.6,0.6,1.8,0.6,0.4,1.4,4,1,1,0,0,4,5,5,2.2,0.8,1.4,0.4,0.6,0.8,3,1,5,5,D
2012-04-07,Bayern Munich,Augsburg,2.4,1.8,3.2,1.4,0.8,1.0,4,2,0,3,1,0,5,5,3.0,0.6,3.0,1.2,0.4,2.0,5,0,5,5,H
2012-04-07,Kaiserslautern,Hoffenheim,0.4,1.0,0.2,1.2,1.4,2.4,0,1,2,2,3,2,5,5,0.2,1.4,0.4,1.4,1.6,2.6,0,2,5,5,A
2012-04-08,Hamburg,Leverkusen,0.6,0.6,0.8,1.0,2.4,1.8,1,1,0,0,4,4,5,5,0.2,0.8,0.8,1.0,3.2,1.4,0,1,5,5,D
2012-04-08,Schalke 04,Hannover,2.0,1.4,2.2,1.8,1.0,1.8,3,2,1,1,1,2,5,5,2.6,0.8,2.6,0.8,0.6,1.8,4,1,5,5,H
2012-04-10,Mainz,FC Koln,1.2,0.8,1.6,1.0,2.0,2.6,2,1,0,1,3,3,5,5,2.0,0.8,2.2,1.0,1.2,1.8,3,1,5,5,H
2012-04-10,Werder Bremen,M'gladbach,1.0,1.0,1.0,0.8,1.2,1.0,1,1,2,2,2,2,5,5,1.0,1.4,1.0,1.0,1.2,1.0,1,2,5,5,D
2012-04-10,Hertha,Freiburg,0.8,2.2,0.8,1.8,2.4,0.6,1,3,1,2,3,0,5,5,0.6,1.4,0.4,1.6,2.4,1.6,1,2,5,5,A
2012-04-10,Augsburg,Stuttgart,1.6,2.2,1.2,2.2,1.0,1.2,2,3,2,2,1,0,5,5,2.2,1.6,1.4,2.8,0.4,2.2,3,2,5,5,A
2012-04-11,Dortmund,Bayern Munich,2.2,3.0,2.8,3.6,1.2,0.6,3,5,2,0,0,0,5,5,2.6,1.6,2.2,1.6,1.2,0.6,4,2,5,5,H
2012-04-11,Hannover,Wolfsburg,1.2,2.4,1.4,2.6,2.0,1.6,2,4,0,0,3,1,5,5,2.6,1.4,2.6,1.4,1.2,1.6,4,2,5,5,H
2012-04-11,Hoffenheim,Hamburg,1.4,0.8,1.4,1.0,2.4,1.8,2,1,1,1,2,3,5,5,0.8,1.4,1.2,1.0,1.4,1.2,0,2,5,5,H
2012-04-11,Leverkusen,Kaiserslautern,0.2,0.2,0.8,0.4,2.0,1.8,0,0,1,1,4,4,5,5,1.4,0.4,1.8,0.4,1.4,2.0,2,0,5,5,H
2012-04-11,Nurnberg,Schalke 04,0.2,2.6,0.8,2.6,1.8,0.6,0,4,1,1,4,0,5,5,1.2,0.8,0.8,1.2,1.4,1.8,2,1,5,5,H
2012-04-13,Stuttgart,Werder Bremen,2.6,0.6,2.8,0.8,1.4,1.6,4,0,1,3,0,2,5,5,2.6,1.0,2.8,1.2,0.4,1.2,4,1,5,5,H
2012-04-14,Kaiserslautern,Nurnberg,0.0,0.8,0.6,1.4,2.4,1.6,0,1,0,1,5,3,5,5,0.2,1.0,0.6,0.8,1.8,1.0,0,1,5,5,A
2012-04-14,Bayern Munich,Mainz,2.4,1.2,2.2,2.0,0.6,1.8,4,2,0,0,1,3,5,5,3.0,0.8,3.0,1.4,0.6,1.8,5,1,5,5,D
2012-04-14,Hamburg,Hannover,0.8,1.8,0.8,1.8,2.0,1.4,1,3,1,0,3,2,5,5,0.4,0.2,0.8,0.6,2.4,2.4,0,0,5,5,H
2012-04-14,Leverkusen,Hertha,0.8,0.8,1.0,1.0,1.6,2.6,1,1,1,1,3,3,5,5,1.8,0.8,2.0,0.6,1.2,2.0,3,1,5,5,D
2012-04-14,Schalke 04,Dortmund,2.0,2.6,2.2,3.0,1.2,1.2,3,4,1,1,1,0,5,5,2.6,2.6,2.6,2.4,0.4,0.4,4,4,5,5,A
2012-04-14,Wolfsburg,Augsburg,1.8,1.4,2.0,1.4,1.6,1.6,3,2,0,1,2,2,5,5,1.8,0.6,2.0,1.4,2.0,2.2,3,0,5,5,A
2012-04-15,M'gladbach,FC Koln,1.0,0.2,1.2,0.8,1.4,3.4,1,0,2,1,2,4,5,5,1.2,0.2,1.0,0.8,0.6,2.6,1,0,5,5,H
2012-04-15,Freiburg,Hoffenheim,2.6,2.0,2.2,2.0,0.8,1.0,4,3,1,1,0,1,5,5,1.8,2.0,1.6,1.6,1.0,2.2,2,3,5,5,D
2012-04-20,Mainz,Wolfsburg,1.4,1.2,1.8,1.6,1.4,1.8,2,2,1,0,2,3,5,5,2.0,1.4,2.4,1.4,1.0,1.6,3,2,5,5,D
2012-04-21,Nurnberg,Hamburg,1.4,1.4,1.6,0.8,1.0,1.4,2,2,1,1,2,2,5,5,1.8,0.8,1.6,0.8,1.2,2.0,3,1,5,5,D
2012-04-21,Werder Bremen,Bayern Munich,0.6,2.0,1.0,1.0,2.2,0.6,0,3,3,1,2,1,5,5,1.0,1.4,1.2,1.4,1.4,0.6,1,2,5,5,A
2012-04-21,Hoffenheim,Leverkusen,2.2,1.0,1.8,1.4,0.6,1.8,3,1,2,2,0,2,5,5,1.2,0.8,1.6,1.0,1.0,1.4,1,1,5,5,A
2012-04-21,Dortmund,M'gladbach,2.6,1.0,3.2,1.4,1.4,1.2,4,1,1,2,0,2,5,5,2.6,1.4,2.2,1.4,1.2,1.4,4,2,5,5,H
2012-04-21,FC Koln,Stuttgart,0.2,2.6,0.6,3.2,3.2,1.4,0,4,1,1,4,0,5,5,0.8,2.0,0.6,3.0,2.0,2.0,1,3,5,5,D
2012-04-21,Hertha,Kaiserslautern,1.0,0.0,1.6,0.4,2.0,2.0,1,0,2,0,2,5,5,5,0.6,0.2,0.6,0.2,2.6,2.2,1,0,5,5,A
2012-04-22,Augsburg,Schalke 04,1.4,1.4,1.4,1.6,1.6,1.4,2,2,1,1,2,2,5,5,2.0,0.8,1.6,1.4,1.0,2.0,3,1,5,5,D
2012-04-22,Hannover,Freiburg,1.2,2.2,1.0,1.6,1.4,0.6,2,3,0,2,3,0,5,5,2.6,2.0,2.8,1.6,1.2,1.2,4,3,5,5,D
2012-04-28,Leverkusen,Hannover,1.6,1.4,1.6,0.8,1.4,1.0,2,2,2,1,1,2,5,5,1.4,0.0,1.8,0.4,1.6,2.4,2,0,5,5,H
2012-04-28,Schalke 04,Hertha,1.0,0.4,1.4,1.2,1.6,2.2,1,0,2,2,2,3,5,5,2.4,1.0,2.6,1.2,0.6,1.6,4,1,5,5,H
2012-04-28,M'gladbach,Augsburg,1.0,1.4,1.2,1.4,1.2,1.6,1,2,2,1,2,2,5,5,1.2,1.0,1.0,1.4,0.6,2.0,1,1,5,5,D
2012-04-28,Kaiserslautern,Dortmund,0.6,2.6,0.8,2.4,1.8,1.2,1,4,0,1,4,0,5,5,0.2,2.6,0.4,2.4,1.8,0.6,0,4,5,5,A
2012-04-28,Wolfsburg,Werder Bremen,0.8,0.4,1.2,1.0,1.6,2.4,1,0,1,2,3,3,5,5,1.2,0.8,1.6,1.0,2.0,1.6,2,1,5,5,H
2012-04-28,Hamburg,Mainz,1.6,1.6,0.8,1.6,1.2,0.8,2,2,2,2,1,1,5,5,0.8,0.8,0.8,1.2,2.2,1.6,1,1,5,5,D
2012-04-28,Freiburg,FC Koln,1.8,0.4,1.2,0.6,0.6,2.2,2,0,3,2,0,3,5,5,1.8,0.2,1.2,0.6,0.6,2.8,2,0,5,5,H
2012-04-28,Bayern Munich,Stuttgart,2.0,2.2,1.0,3.2,0.6,1.6,3,3,1,2,1,0,5,5,2.6,2.2,2.6,2.8,0.6,1.4,4,3,5,5,H
2012-04-28,Hoffenheim,Nurnberg,1.6,1.6,1.4,1.8,0.6,1.0,2,2,2,2,1,1,5,5,1.0,1.4,1.4,1.2,1.0,1.0,1,2,5,5,A
2012-05-05,Stuttgart,Wolfsburg,2.0,0.8,2.4,1.0,1.2,1.6,3,1,1,1,1,3,5,5,2.6,1.6,2.6,1.4,0.6,0.8,4,2,5,5,H
2012-05-05,Mainz,M'gladbach,1.2,1.2,1.0,1.0,0.8,0.8,1,1,3,3,1,1,5,5,2.0,0.8,2.2,1.0,0.8,1.6,3,1,5,5,A
2012-05-05,Werder Bremen,Schalke 04,0.4,1.4,1.2,2.0,2.4,1.4,0,2,2,1,3,2,5,5,1.0,1.0,1.4,1.6,1.6,1.8,1,1,5,5,A
2012-05-05,Hertha,Hoffenheim,0.4,1.4,1.0,1.6,2.2,1.0,0,2,2,1,3,2,5,5,0.6,2.0,0.8,1.4,2.8,2.0,1,3,5,5,H
2012-05-05,Nurnberg,Leverkusen,2.2,2.2,2.4,1.8,1.2,1.0,3,3,2,2,0,0,5,5,1.4,1.4,1.4,1.2,1.2,1.2,2,2,5,5,A
2012-05-05,FC Koln,Bayern Munich,0.4,2.0,0.6,1.2,2.6,0.6,0,3,2,1,3,1,5,5,1.0,1.8,0.8,1.8,2.0,0.8,1,3,5,5,A
2012-05-05,Augsburg,Hamburg,1.0,1.2,1.0,0.6,1.4,1.2,1,1,2,3,2,1,5,5,1.6,0.8,1.2,0.8,1.2,2.0,2,1,5,5,H
2012-05-05,Hannover,Kaiserslautern,0.8,0.6,0.4,1.2,1.0,2.6,1,1,1,0,3,4,5,5,2.2,0.8,2.0,0.6,0.8,2.0,3,1,5,5,H
2012-05-05,Dortmund,Freiburg,3.0,1.8,2.6,1.6,0.8,0.8,5,2,0,3,0,0,5,5,2.6,2.2,2.0,1.4,1.0,0.4,4,3,5,5,H
2012-08-24,Dortmund,Werder Bremen,3.0,0.2,2.8,1.4,0.6,2.8,5,0,0,1,0,4,5,5,2.6,0.2,2.4,0.6,0.8,2.0,4,0,5,5,H
2012-08-25,M'gladbach,Hoffenheim,1.6,0.8,1.6,1.4,0.8,1.4,2,1,2,1,1,3,5,5,1.2,1.4,0.8,1.2,0.4,2.4,1,2,5,5,H
2012-08-25,Hamburg,Nurnberg,1.0,2.0,0.4,2.2,1.2,1.6,1,3,2,1,2,1,5,5,1.0,1.4,0.6,1.6,1.6,1.4,1,2,5,5,A
2012-08-25,Greuther Furth,Bayern Munich,0.0,2.0,0.0,1.6,0.0,0.6,0,3,0,1,0,1,0,5,0.0,2.4,0.0,2.6,0.0,0.6,0,4,0,5,A
2012-08-25,Stuttgart,Wolfsburg,2.0,0.8,2.2,1.2,1.4,1.6,3,1,1,1,1,3,5,5,2.6,1.4,2.4,1.8,0.8,1.4,4,2,5,5,A
2012-08-25,Ein Frankfurt,Leverkusen,0.2,2.6,0.4,2.4,2.0,1.0,0,4,1,1,4,0,5,5,1.2,1.4,0.8,1.6,1.0,1.4,1,2,5,5,H
2012-08-25,Augsburg,Fortuna Dusseldorf,1.6,0.0,1.0,0.0,1.0,0.0,2,0,2,0,1,0,5,0,2.0,0.0,1.4,0.0,1.2,0.0,3,0,5,0,A
2012-08-25,Freiburg,Mainz,1.6,1.2,1.2,0.8,1.2,0.6,2,1,2,3,1,1,5,5,2.2,1.0,2.0,1.0,0.8,1.2,3,1,5,5,D
2012-08-26,Hannover,Schalke 04,1.4,1.4,0.8,2.0,0.6,1.8,2,2,1,1,2,2,5,5,2.6,1.6,2.0,2.0,0.6,1.8,4,2,5,5,D
2012-08-31,Mainz,Greuther Furth,0.8,0.0,0.2,0.0,0.8,3.0,0,0,4,0,1,1,5,1,1.4,0.0,1.4,0.0,1.4,0.0,2,0,5,0,A
2012-09-01,Werder Bremen,Hamburg,0.0,1.0,1.2,0.4,2.8,0.6,0,1,0,2,5,2,5,5,0.4,0.8,1.2,0.6,2.2,1.6,0,1,5,5,H
2012-09-01,Fortuna Dusseldorf,M'gladbach,3.0,2.0,2.0,1.6,0.0,0.6,1,3,0,1,0,1,1,5,0.0,1.4,0.0,1.6,0.0,1.4,0,2,0,5,D
2012-09-01,Hoffenheim,Ein Frankfurt,0.2,0.8,0.8,0.8,1.8,2.0,0,1,1,1,4,3,5,5,0.8,0.2,1.6,0.6,1.4,2.0,1,0,5,5,A
2012-09-01,Leverkusen,Freiburg,2.0,1.2,2.0,1.0,1.2,1.2,3,1,1,3,1,1,5,5,1.4,2.0,1.6,1.4,1.6,1.2,2,3,5,5,H
2012-09-01,Nurnberg,Dortmund,2.0,3.0,1.6,3.0,1.4,0.8,3,5,1,0,1,0,5,5,0.8,2.6,1.4,3.2,2.0,1.0,1,4,5,5,D
2012-09-01,Schalke 04,Augsburg,1.6,1.6,2.2,0.8,1.4,0.8,2,2,2,2,1,1,5,5,2.4,1.2,2.6,1.2,0.6,1.2,4,1,5,5,H
2012-09-02,Wolfsburg,Hannover,1.4,1.0,1.4,0.8,1.2,1.0,2,1,1,2,2,2,5,5,1.8,0.0,2.0,0.2,1.8,2.0,3,0,5,5,A
2012-09-02,Bayern Munich,Stuttgart,2.6,1.4,2.2,1.6,0.4,1.4,4,2,1,1,0,2,5,5,2.6,1.6,2.6,2.0,0.6,1.8,4,2,5,5,H
2012-09-14,Augsburg,Wolfsburg,1.0,1.4,0.6,1.2,1.2,1.6,1,2,2,1,2,2,5,5,1.4,1.4,1.0,1.4,1.4,1.2,2,2,5,5,D
2012-09-15,Bayern Munich,Mainz,3.0,0.6,3.4,0.2,0.6,1.0,5,0,0,3,0,2,5,5,2.6,1.2,2.4,1.0,0.6,1.0,4,1,5,5,H
2012-09-15,Dortmund,Leverkusen,2.6,2.4,2.8,1.8,0.8,0.6,4,4,1,0,0,1,5,5,2.6,1.4,2.6,1.4,1.0,1.2,4,2,5,5,H
2012-09-15,Greuther Furth,Schalke 04,1.5,2.2,0.5,2.6,1.5,1.2,1,3,0,2,1,0,2,5,0.0,1.2,0.0,1.6,3.0,2.0,0,1,1,5,A
2012-09-15,Hannover,Werder Bremen,1.6,0.6,1.6,1.4,0.8,2.0,2,1,2,0,1,4,5,5,2.2,0.2,1.6,0.8,0.8,2.2,3,0,5,5,H
